Taxon,HFD1_D0,HFD1_D14,HFD1_D29,HFD1_D43,HFD2_D0,HFD2_D14,HFD2_D29,HFD2_D43,HFD3_D0,HFD3_D14,HFD3_D29,HFD3_D43,HFD4_D0,HFD4_D14,HFD4_D29,HFD4_D43,LFD1_D0,LFD1_D14,LFD1_D29,LFD1_D43,LFD2_D0,LFD2_D14,LFD2_D29,LFD2_D43,LFD3_D0,LFD3_D14,LFD3_D29,LFD3_D43,LFD4_D0,LFD4_D14,LFD4_D29,LFD4_D43
cellular organisms@Bacteria@Spirochaetes@Spirochaetia@_@Leptospiraceae@Leptonema@_,0.0,0.0,0.0,0.0,3.0647E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Eubacteriaceae@Acetobacterium@Acetobacterium bakii,0.0,0.0,0.0,0.0,2.0066E7,0.0,2.3456E7,0.0,0.0,0.0,0.0,0.0,3.0155E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2455E7,3.2401E7,0.0,0.0,0.0,5.2085E7,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Aquificae@Aquificae@_@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.507E7
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Bacteroidaceae@Bacteroides@Bacteroides ovatus,3.8523E7,0.0,0.0,0.0,0.0,0.0,5.4976E6,0.0,0.0,0.0,1.226E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5918E7,0.0,1.5254E7,0.0,0.0,0.0,2.7316E7,0.0,1.2506E8,2.6098E7,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Rikenellaceae@Alistipes@Alistipes putredinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.178E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Coriobacteriales@Atopobiaceae@Atopobium@Atopobium sp. oral taxon 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1892E8,0.0,2.3149E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Paenibacillaceae@Paenibacillus@Paenibacillus barengoltzii,0.0,0.0,0.0,0.0,3.0807E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8563E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodobacterales@Rhodobacteraceae@Phaeobacter@Phaeobacter gallaeciensis,0.0,1.9938E8,1.1673E8,8.5872E7,1.3967E8,5.0432E8,1.553E8,5.3294E8,5.9469E7,2.1956E8,0.0,0.0,7.0055E7,0.0,7.1402E7,3.3005E7,0.0,7.1802E8,0.0,4.2225E7,1.8303E8,0.0,2.0041E8,2.7605E8,2.1312E8,8.7637E7,2.674E8,0.0,8.8448E7,0.0,0.0,1.011E8
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Prevotellaceae@Prevotella@Prevotella bivia,0.0,0.0,1.6858E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Prevotellaceae@Prevotella@Prevotella buccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9923E7,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Verrucomicrobia@Verrucomicrobiae@Verrucomicrobiales@Verrucomicrobia subdivision 3@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3529E7,0.0,0.0,0.0,0.0,6.8035E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Chloroflexi@Anaerolineae@Anaerolineales@Anaerolineaceae@Flexilinea@Flexilinea flocculi,0.0,0.0,0.0,0.0,0.0,3.447E7,5.7493E7,7.2053E7,0.0,2.7942E7,0.0,0.0,1.3944E7,5.6548E7,0.0,6.7421E7,1.3857E7,0.0,2.0503E7,0.0,3.014E7,0.0,0.0,0.0,0.0,0.0,4.4172E7,0.0,3.3181E7,0.0,1.5422E7,2.8009E7
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Prevotellaceae@Prevotella@Prevotella oulorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Bacilli@Bacillales@Paenibacillaceae@Paenibacillus@Paenibacillus sp. 32O-W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0331E8,0.0,0.0,0.0,2.2344E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Planctomycetes@Phycisphaerae@_@_@_@Phycisphaerae bacterium SM23_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4374E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Rhodospirillales@Acetobacteraceae@Gluconacetobacter@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0524E6,1.7417E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2375E7,0.0
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Burkholderiales@Burkholderiaceae@Burkholderia@Burkholderia hypogeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3056E8,0.0,0.0,1.9286E7,0.0,0.0,0.0,0.0,0.0,9.6582E6,2.0513E7,0.0,4.0354E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Christensenellaceae@_@_,0.0,8.6098E7,3.6722E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Actinobacteria@Bifidobacteriales@Bifidobacteriaceae@Parascardovia@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5716E7,7.4596E9,1.3978E9,2.8591E9,0.0,2.4289E8,0.0,0.0,0.0,4.7278E9,2.8944E9,3.879E9,0.0,1.854E9,1.4053E9,1.5296E9
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@_@_@Candidatus Accumulibacter@_,0.0,8.5939E7,0.0,1.4808E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Peptostreptococcaceae@_@Peptostreptococcaceae bacterium CCRI-22567,0.0,6.1936E7,4.6633E7,4.1268E7,1.8205E8,2.6538E8,5.1457E7,2.0661E8,7.1292E7,2.0166E8,1.6159E7,1.3072E8,1.2355E8,0.0,7.4947E7,3.5116E7,1.4233E8,4.5123E8,1.9463E8,1.5955E8,1.4069E8,1.3287E8,1.7887E8,1.0607E8,2.007E8,8.1746E7,5.2704E7,1.5442E8,1.1898E8,0.0,4.2529E7,6.0969E7
cellular organisms@Archaea@Euryarchaeota@Methanomicrobia@_@_@_@_,0.0,0.0,0.0,0.0,2.0808E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Enterobacterales@Yersiniaceae@Yersinia@Yersinia kristensenii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1216E7,0.0,0.0,0.0,4.8017E6,0.0
cellular organisms@Bacteria@Chloroflexi@Dehalococcoidia@_@_@_@Dehalococcoidia bacterium SG8_51_3,0.0,0.0,0.0,0.0,4.4293E7,0.0,0.0,0.0,5.2753E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2318E7,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Oscillospiraceae@_@_,1.2771E8,8.1726E9,6.502E9,5.4348E9,2.1486E10,4.3689E9,5.3237E9,7.8471E9,8.1617E9,9.2648E9,1.9948E9,2.5822E9,6.5001E9,2.9974E9,5.208E9,7.2666E9,1.5114E10,1.5722E10,1.2631E10,1.0036E10,7.9961E9,7.2951E9,7.098E9,6.7378E9,1.3899E10,1.1775E10,7.1211E9,6.5376E9,2.3429E10,3.5705E9,6.0491E9,5.442E9
cellular organisms@Bacteria@Candidatus Omnitrophica@_@_@_@_@Omnitrophica bacterium OLB16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7216E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Oceanospirillales@Alcanivoracaceae@Alcanivorax@Alcanivorax sp. HI0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8658E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Alteromonadales@Alteromonadaceae@Paraglaciecola@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6857E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Eukaryota@Basidiomycota@Agaricomycetes@Agaricales@Fistulinaceae@_@_,0.0,2.0888E7,0.0,0.0,0.0,0.0,1.7525E7,0.0,0.0,0.0,1.6489E7,0.0,0.0,0.0,0.0,0.0,1.3299E7,0.0,1.847E7,0.0,0.0,0.0,0.0,0.0,1.0328E7,1.9136E7,1.1802E7,0.0,0.0,0.0,9.9303E6,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Oceanospirillales@Halomonadaceae@Candidatus Carsonella@_,0.0,0.0,0.0,0.0,2.3572E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2831E7,0.0,0.0,0.0,5.0114E7,2.4281E7,0.0,0.0,0.0,0.0,0.0,0.0,2.096E7,0.0,0.0,0.0
cellular organisms@Eukaryota@Basidiomycota@Agaricomycetes@Agaricales@Fistulinaceae@Fistulina@_,0.0,2.0888E7,0.0,0.0,0.0,0.0,1.7525E7,0.0,0.0,0.0,1.6489E7,0.0,0.0,0.0,0.0,0.0,1.3299E7,0.0,1.847E7,0.0,0.0,0.0,0.0,0.0,1.0328E7,1.9136E7,1.1802E7,0.0,0.0,0.0,9.9303E6,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Kiloniellales@Kiloniellaceae@Kiloniella@_,2.7744E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8939E7,0.0,0.0,0.0,8.9943E6,0.0,1.8138E7,0.0,0.0,0.0,0.0,0.0,1.9265E7,0.0,0.0,0.0,0.0,9.3381E6,0.0,0.0
cellular organisms@Eukaryota@Basidiomycota@Agaricomycetes@Agaricales@Fistulinaceae@Fistulina@Fistulina hepatica,0.0,2.0888E7,0.0,0.0,0.0,0.0,1.7525E7,0.0,0.0,0.0,1.6489E7,0.0,0.0,0.0,0.0,0.0,1.3299E7,0.0,1.847E7,0.0,0.0,0.0,0.0,0.0,1.0328E7,1.9136E7,1.1802E7,0.0,0.0,0.0,9.9303E6,0.0
cellular organisms@Bacteria@Bacteroidetes@Flavobacteriia@Flavobacteriales@Flavobacteriaceae@Flavobacterium@Flavobacterium fryxellicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3621E7
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Peptococcaceae@_@Peptococcaceae bacterium BRH_c8a,0.0,0.0,0.0,0.0,4.3677E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2494E7,0.0,0.0,0.0,3.4503E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Christensenellaceae@Christensenella@_,0.0,8.6098E7,3.6722E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@Burkholderiales@Alcaligenaceae@Pusillimonas@Pusillimonas sp. (strain T7-7),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1293E7,0.0,0.0,5.1436E7,6.197E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4461E7,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Clostridiaceae@_@Clostridiaceae bacterium BRH_c20a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0503E7,1.7101E7,0.0,0.0,0.0,2.571E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Chloroflexi@_@_@_@_@Chloroflexi bacterium OLB15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4325E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@_@_@_@_@Bacteroidetes bacterium OLB8,5.2461E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@_@_@Clostridiales bacterium KA00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1463E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4762E7,2.9564E7,0.0,8.2941E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Rikenellaceae@_@_,9.9934E7,5.0551E8,8.6253E8,7.4858E8,1.6712E7,9.9119E8,2.385E8,3.6727E8,6.2927E7,1.1857E9,2.7796E9,3.2181E9,2.0632E8,7.5642E9,1.3202E9,1.7552E9,2.5059E8,2.5495E8,2.0732E8,4.1644E8,2.0849E8,4.6209E8,9.242E8,4.5625E8,2.5564E8,3.969E8,1.847E9,1.3008E9,1.4939E8,1.1505E9,5.0694E9,8.6807E9
cellular organisms@Bacteria@Chlorobi@_@_@_@_@Chlorobi bacterium OLB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6555E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Porphyromonadaceae@_@_,2.2988E10,3.7367E9,4.7088E10,1.9238E11,2.9034E10,1.3206E10,1.7404E10,1.3028E10,4.8915E9,1.5872E10,5.7509E10,1.3725E11,7.2904E10,7.1044E10,8.4766E9,8.6378E10,1.7686E10,1.6347E11,5.8895E10,6.3924E10,2.7004E10,2.4484E11,3.5931E11,4.4792E11,4.6644E10,1.8904E11,1.7027E11,2.1924E11,3.2094E10,1.3809E11,4.9571E10,2.1712E11
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@_@_@_,2.9285E11,4.1372E11,2.9787E11,6.8612E11,1.2507E11,5.8763E11,1.815E11,4.9336E11,3.4371E10,2.7981E11,2.8939E11,4.2743E11,3.7132E11,1.6114E12,1.2917E11,5.7214E11,1.0519E11,8.312E11,6.8981E11,7.2564E11,1.8515E11,5.6229E11,6.3593E11,7.2612E11,2.2798E11,4.4952E11,5.3712E11,6.2231E11,1.3821E11,5.0377E11,1.7596E11,5.9709E11
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Peptococcaceae@Desulfitobacterium@Desulfitobacterium metallireducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3443E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Prevotellaceae@_@_,1.6311E8,1.0223E9,2.4188E8,8.0816E8,1.3769E8,4.8598E8,4.578E8,9.3441E8,5.4627E7,2.1714E8,9.6265E7,3.3435E8,1.5352E8,6.0196E8,1.2342E8,8.1248E7,1.1729E8,3.5612E8,5.3521E8,6.2172E8,1.0535E7,7.9053E7,3.8432E8,2.354E8,2.0792E8,1.1068E8,2.9314E8,1.9854E8,8.9888E7,1.7334E9,6.4033E8,1.316E9
cellular organisms@Bacteria@Proteobacteria@Epsilonproteobacteria@Campylobacterales@Campylobacteraceae@Arcobacter@_,0.0,0.0,0.0,0.0,0.0,2.5223E7,0.0,0.0,0.0,2.6542E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3267E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8609E7,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Magnetococcales@_@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8412E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@Magnetococcales@Magnetococcaceae@_@_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8412E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Eggerthellales@Eggerthellaceae@Enterorhabdus@Enterorhabdus caecimuris,1.5224E8,1.1019E9,5.2017E7,2.9923E8,4.709E8,3.3935E8,9.0369E7,1.6753E8,1.6788E8,1.1708E8,2.0255E7,3.2765E7,4.9432E9,1.9819E8,3.8313E7,0.0,1.076E9,7.6503E7,1.1469E8,9.6287E7,3.104E8,4.6941E7,1.5798E8,1.2623E8,1.0224E9,5.1328E9,2.1149E8,9.0805E8,2.5433E8,2.802E8,6.9164E8,5.532E8
cellular organisms@Bacteria@Bacteroidetes@Cytophagia@Cytophagales@Flammeovirgaceae@Flammeovirga@Flammeovirga sp. MY04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1791E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5087E8,0.0,0.0,0.0
cellular organisms@Bacteria@Actinobacteria@Coriobacteriia@Coriobacteriales@Coriobacteriaceae@_@Coriobacteriaceae bacterium 68-1-3,0.0,0.0,0.0,0.0,0.0,0.0,2.8143E7,3.2561E7,0.0,6.2071E7,0.0,0.0,1.0599E8,0.0,7.9771E7,2.4096E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3339E7,8.455E7,2.1726E7,0.0,5.9462E7,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Alphaproteobacteria@_@_@_@_,3.9586E8,4.073E8,3.0128E8,3.967E8,2.0756E9,6.335E8,1.9896E8,6.7021E8,2.0175E8,3.6562E8,6.7769E6,1.2306E8,1.375E9,0.0,8.065E7,3.3005E7,5.3621E8,8.6412E8,3.0583E8,4.8864E8,4.3238E8,3.5413E8,7.4084E8,1.7472E9,6.0893E8,8.2097E8,5.8609E8,5.4398E8,1.7076E9,1.7611E8,3.2524E8,4.3641E8
cellular organisms@Bacteria@Bacteroidetes@Bacteroidia@Bacteroidales@Rikenellaceae@Mucinivorans@Mucinivorans hirudinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Acidobacteria@Blastocatellia@_@_@Pyrinomonas@Pyrinomonas methylaliphatogenes,0.0,4.509E7,8.7521E6,0.0,1.6684E7,1.6249E8,4.1437E7,1.0771E8,1.0394E7,9.5986E7,6.4951E6,5.3696E7,1.1048E7,1.4054E8,2.1872E7,1.707E7,0.0,1.2208E8,2.3438E7,2.9547E7,8.2037E7,2.6776E7,6.8968E6,1.6358E7,2.9308E7,7.0358E7,7.2896E7,0.0,1.3945E7,3.3225E7,1.4977E8,3.4545E7
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Oscillospiraceae@Oscillibacter@uncultured Oscillibacter sp.,0.0,0.0,6.8234E7,1.1956E8,5.281E7,0.0,0.0,2.3199E8,0.0,7.7147E7,0.0,0.0,0.0,0.0,8.2574E7,2.6581E8,1.7801E8,4.1639E8,3.2769E7,0.0,0.0,1.04E7,0.0,0.0,0.0,3.712E8,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Betaproteobacteria@_@_@_@_,3.0838E7,1.4992E8,1.4872E8,2.1761E8,2.3438E7,1.1272E8,6.7696E7,2.954E8,5.1293E7,2.8014E8,0.0,3.8269E8,9.3238E7,1.0783E7,0.0,2.0729E7,3.9827E7,5.9639E7,4.7288E7,1.7078E8,3.3658E7,4.6855E8,1.3717E7,7.971E7,1.6954E8,1.6083E8,1.3398E7,0.0,1.5228E8,1.6711E8,3.3139E8,4.7883E8
cellular organisms@Bacteria@Deinococcus-Thermus@Deinococci@Thermales@Thermaceae@Oceanithermus@_,0.0,2.3127E7,2.1107E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@_@_@_@_,6.7383E8,1.2848E10,1.5758E10,2.5343E10,2.7916E8,2.4927E10,4.361E9,1.5878E10,1.4399E8,1.1747E10,1.1091E10,1.3875E10,3.3656E8,2.9284E10,6.5947E9,2.4837E10,5.3487E8,8.9808E9,1.2337E10,1.365E10,2.8899E8,9.0348E9,4.5186E9,3.7741E9,1.165E9,9.9049E9,5.6655E9,5.8883E9,3.823E8,7.829E9,5.7774E9,8.3161E9
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Alteromonadales@Colwelliaceae@Colwellia@_,0.0,2.2618E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7436E7,6.7643E6,3.1314E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Gammaproteobacteria@Alteromonadales@Colwelliaceae@Colwellia@Colwellia psychrerythraea,0.0,2.2618E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1314E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cellular organisms@Bacteria@Proteobacteria@Deltaproteobacteria@Desulfuromonadales@Geobacteraceae@Geobacter@_,0.0,1.1792E8,2.4626E8,6.915E8,1.0012E8,2.4945E8,1.0636E8,7.2699E7,0.0,8.3939E8,1.0561E8,2.028E8,2.15E7,0.0,9.3845E6,2.8132E8,9.8745E7,1.2693E8,1.5794E8,7.759E7,3.4551E7,2.54E8,8.8473E7,0.0,2.7989E7,1.2507E8,8.8087E7,8.0781E7,3.8887E7,4.0017E8,9.0185E7,2.2822E8
cellular organisms@Bacteria@Firmicutes@Clostridia@Clostridiales@Ruminococcaceae@Ruminococcus@Ruminococcus callidus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3914E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
